valor;descricao;local;bairro/cidade;quartos;garagem;banheiro;area(m2);iptu;condominio;novidade;tipo;suite;academia;varanda;transporte;salao;planejado;acabamento
318000;"Loft: Apto Cidade Nova | 2 Quartos | 60 m² | Cond: R$410.00 | 1Vaga  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no noss...";Rua Deputado Bernardino de Sena Figueiredo; Cidade Nova;2;1;1;60;72;410;Nenhuma;2;0;0;0;0;0;0;0
785000;Apartamento impecável à venda em Jundiaí totalmente mobiliado, decorado com muito bom gosto e equipado conforme fotos. Está pronto para mudar, com mobília moderna em todos os ambie...;Jardim Bonfiglioli; Jundiaí;3;0;2;90;139;906;Nenhuma;2;0;0;0;0;0;0;0
515000;Apartamento 3 dorm com 89m a venda em Gopouva. Cozinha americana, sala ampliada que pode ser revertida em 3 dormitorio, 2 dorm sendo 1 suite, banheiro social, area de servico com b...;Alameda Yayá; Gopouva;3;1;3;89;2200;670;Nenhuma;2;1;0;0;0;0;0;0
786674;A arquitetura contemporânea e o alto padrão estão entre os destaques do Riserva 35 Home e Living, localizado no Alto da XV o empreendimento oferece 35 apartamentos com 11 opções de...;Rua Reinaldino Schaffenberg de Quadros; Cristo Rei;2;2;1;88;0;0;Nenhuma;2;0;0;0;0;0;0;0
185000;NBKT   NOBILITARE oferta para Venda, Apartamento, no bairro Cristal, em Porto Alegre, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 50.53 m² e área total de 70.0...;Cristal; Porto Alegre;2;0;1;50;0;246;Nenhuma;2;0;0;0;0;0;0;0
180000;Apartamento à Venda, 48m² por R$ 180,000. Parque Maracanã   Contagem/MG   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a V.E.R. IMÓVEIS!   Bast...;Avenida Carmelita Drumond Diniz; Parque Maracanã;2;1;1;48;0;0;Nenhuma;2;0;0;0;0;0;0;0
648600;"Loft: Apto Jabaquara | 3 Quartos | 87 m² | Cond: R$740.00 | 2Vagas  Clique em ""Contatar Anunciante"", e receba o link por whatsapp para agendar sua visita totalmente online no nosso...";Avenida Leonardo da Vinci; Vila Guarani;3;2;2;87;30;740;Nenhuma;2;0;0;0;0;0;0;0
430000;Apartamento 89m² com 3/4 sendo 1 suíte, todos climatizados , sala 2 ambientes climatizada , cozinha área de serviço, sacada.Nascente, último andar, 1 vaga de garagem, cond com área...;Avenida T 12; Setor Bueno;3;1;2;89;0;500;Nenhuma;2;1;0;1;0;0;0;0
435000;Apartamento localizado em rua sem saida, super tranquila e torre única. O apartamento possui 3 dormitórios, 2 banheiros, lavanderia ampla, cozinha, sacada, sala ampla, banheiro soc...;Rua Belchior Barreiros; Água Fria;3;1;2;70;25;860;Nenhuma;2;0;0;1;0;0;0;0
590000;Apartamento à Venda, 75m² por R$ 590,000. Parque Prado   Campinas/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a SALT BROKERS SOLUCOES IMO...;Parque Prado; Campinas;2;2;2;75;120;613;Nenhuma;2;0;0;0;0;0;0;0
300000;Apartamento Duplex, ótima localização, com 02 dormitórios, sala ampla para 2 ambientes, cozinha planejada, banheiro social com box e gabinete, área de serviço separada (cozinha).Se...;Cambuí; Campinas;2;0;1;80;0;400;Nenhuma;2;0;0;0;0;0;1;0
560000;Código TE0903   Soter   Luís Imóveis vende   Excelente lote com 500m² (20x25). __________________________________________________ Casa próxima Região Oceânica, casa próxima Niterói...;Itaipu; Niterói;1;0;1;500;47;0;Destaque;6;0;0;0;0;0;0;0
169990;EXECELENTE APARTAMENTO NO TARRAF VILA SOL     ( Ao Lado do Atacadão e a 500mt² do Shopping Norte)   Ótimo para investimento.   50 Mt²      *02 Dormitórios    *01 Banheiro    *Cozin...;Avenida Alfredo Antonio de Oliveira; Jardim Planalto;2;1;1;50;0;0;Nenhuma;2;0;0;0;0;0;0;0
1850000;Alphaville 04 Casa de 300m², 4 dormitórios sendo 2 suítes, sala de jantar, sala de estar,dependência de empregada, churrasqueira, piscina, repleta de armários e 4 vagas de garagem....;Alphaville; Santana de Parnaíba;4;4;3;300;350;900;Nenhuma;6;1;0;0;0;0;0;0
210000;Apartamento no bairro Jd. São Lourenço na cidade de Bragança Paulista SP Apartamento com 02 Dormitórios, Sala, Cozinha, Wc, Lavanderia e vaga de Garagem descoberta para 01 auto.  L...;Jardim São Lourenço; Bragança Paulista;2;1;1;70;0;0;Nenhuma;2;0;0;0;0;0;0;0
436000;Apartamento 2 dormitórios, sala 2 ambientes, cozinha, área de serviço, móveis planejados novos em todos os ambientes, piso laminado, banheiro com box de vidro, 2 vagas de garagem....;Rua Epaminondas Melo do Amaral; Sítio do Mandaqui;2;2;1;60;57;749;Nenhuma;2;0;0;0;0;0;1;1
325000;More no coração do Rosarinho, apt novo de 2 qts (1 suíte). Fotos do apt decorado. Baita oportunidade, vem conferir!   Contando com unidades de 50 m² com 2 quartos sendo 1 suíte, o...;Avenida Santos Dumont; Rosarinho;2;1;2;50;0;0;Super destaque;9;1;0;0;0;0;0;0
2250000;Cobertura duplex para venda na Aclimação . Rua tranquila e arborizada à 300 metros de distância do parque . São 234 m2 de área útil sendo 3 suítes com armários embutidos,(suíte pri...;Aclimação; São Paulo;3;4;5;234;1362;2822;Super destaque;2;1;0;0;1;0;0;0
370000;APARTAMENTO A VENDA NO CONDOMÍNIO VISTA CENTRALE   JARDIM DAS SAMAMBAIAS   JUNDIAÍ/SP.  Apartamento com 02 dormitórios repleto de armários, wc social, sala 02 ambientes, cozinha pl...;Jardim Samambaia; Jundiaí;2;1;1;54;80;360;Super destaque;2;0;0;0;0;0;0;0
960000;Venda porteira fechada, com todos os móveis e eletrodomésticos.Andar alto , 02 dormitórios sendo 1 suíte, sala estendida, ar condicionado na sala e suíte, sistema de aquecimento a...;Alphaville; Barueri;2;2;3;89;540;800;Nenhuma;9;1;0;0;0;0;0;0
240000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Partenon, em Porto Alegre, com 1 dormitório(s), 1 vaga(s) de garagem, com área privativa de 50.00 m² e área total de 63....;Partenon; Porto Alegre;1;1;1;50;43;120;Nenhuma;2;0;0;0;0;0;0;0
349000;Apartamento residencial para Venda Vila Nova Curuçá, São Paulo  Projeto novo. Apartamentos com sala dois ambientes, cozinha, área de serviço e 1 banheiro. Lazer: Piscina, quadra es...;Vila Nova Curuçá; São Paulo;3;1;1;82;75;270;Nenhuma;2;0;0;0;0;0;0;0
49900;Pagamento Facilitado já garante o seu  Terrenos de 1.000m² Santa Isabel , Igarata e Região .  *Sem complicações e burocracias na hora da negociação *   R$ 49.900 a vista  sendo de...;Recanto das Águas; Igaratá;1;0;1;30;0;0;Destaque;8;0;0;0;0;0;0;0
49900;Para você que busca um local de lazer e paz para sua família os terrenos são uma ótima opção.    *Sem complicações e burocracias na hora da negociação *   R$ 49.900 a vista  sendo...;Recanto das Águas; Igaratá;1;0;1;30;0;0;Destaque;8;0;0;0;0;0;0;0
460000;Apartamento à venda na Rua Padre Adelino, 91 na Mooca, em São Paulo/SP. É um imóvel de 50 m2 de área útil, com 2 dormitórios, e 1 banheiro. Conta com 1 vaga de garagem. Você pode c...;Largo Ubirajara; Móoca;2;1;1;50;0;530;Nenhuma;2;0;0;0;0;0;0;0
527390;Sala à Venda, 89m² por R$ 527,390. Jabaquara   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta preench...;Avenida Engenheiro Armando de Arruda Pereira; Jabaquara;1;1;1;89;0;0;Nenhuma;9;0;0;0;0;0;0;0
190000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Nonoai, em Porto Alegre, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 60.95 m² e área total de 73.91...;Nonoai; Porto Alegre;2;0;2;60;280;160;Nenhuma;2;0;0;0;0;0;0;0
460000;Apartamento à Venda, 45m² por R$ 460,000. Mooca   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta pree...;Rua Olívio D'Assunção Ferreira; Móoca;2;1;1;45;10;501;Nenhuma;2;0;0;0;0;0;0;0
159000;Sala comercial no Bairro Cristo Redentor, a sala conta com 23,00m² privativos de ambiente e banheiro. Com localização privilegiada a região oferece diversas opções de comércio e se...;Rua Álvares Cabral; Cristo Redentor;1;0;1;23;430;256;Nenhuma;9;0;0;0;0;0;0;0
510000;Apartamento a Venda no Bairro Campestre em Santo André  Com 83m² o imóvel conta com 02 dormitórios sendo 02 suítes, sala, cozinha ampla, lavabo reformado, área de serviço e 02 vaga...;Campestre; Santo André;2;2;1;83;560;689;Nenhuma;2;1;0;0;0;0;0;0
181000;Vazio;Rua Hamilton Morati; Vila Santa Luzia;1;0;1;400;0;180;Nenhuma;9;0;0;0;0;0;0;0
155000;Oportunidade em apto no Cond. Rosa dos Ventos, desocupado e Nascente, com 55m² divididos em 2 Quartos, Banheiro Social, Sala 2 ambientes, Sacada, Cozinha estilo americana e Área de...;Jardim Presidente; Goiânia;2;1;1;55;0;200;Nenhuma;2;0;0;1;0;0;0;0
300000;Exclusividade!!! Excelente apartamento na Luzitana, DESOCUPADO frente lateral, living 2 ambientes, cozinha americana c/ móveis planejados, cooktop e forno, área de serviço, banheir...;Rua Luzitana; Higienópolis;1;1;1;53;45;179;Nenhuma;2;0;0;0;0;0;1;1
430000;AP8501   ENCRUZILHADA   Ótimo apartamento com dois dormitórios sendo um com armário planejado, sala para dois ambientes, banheiro social com gabinete e box de vidro, cozinha com ar...;Avenida Washington Luís; Encruzilhada;2;1;2;100;287;730;Destaque;2;0;0;0;0;0;1;1
121000;Terreno medindo 12X25=300m², cercado, aterrado, gramado, rua calçada, posição solar frente mar e apenas 100 metros do mar.;Nordeste; Imbé;1;0;1;300;0;0;Nenhuma;8;0;0;0;1;0;0;0
690000;Térrea com terreno 7m x 30m  Casa Antiga em Terreno Comercial. 2 dormitórios, sala, cozinha, 2 wc, área de serviço e 1 vaga de garagem.  Excelente localização, Bairro com ótima inf...;Paulicéia; São Bernardo do Campo;2;1;2;122;0;0;Nenhuma;6;0;0;0;0;0;0;0
1493000;Código: AP 210232 A  Excelente apartamento em construção, entrega em 2023 , de 116 m2 com 3 suites, varanda gourmet ,sala espaçosa e 3 vagas de garagem com deposito. Lazer completo...;Parque da Mooca; São Paulo;3;3;4;117;0;0;Nenhuma;2;1;0;1;0;0;0;0
500000;CHEGOU a sua hora de empreender na maior cidade Turística do Paraná, EXCELENTE opção de terreno à venda, com perfil COMERCIAL, localizado quase Ao lado da avenida das Cataratas, av...;Yolanda; Foz do Iguaçu;1;3;1;480;0;0;Nenhuma;8;0;0;0;0;0;0;0
760421;Apartamento à Venda, 74m² por R$ 760,421. Barra Funda   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Bast...;Rua do Bosque; Barra Funda;3;1;3;74;0;0;Nenhuma;2;0;0;0;0;0;0;0
1025000;Apartamento à Venda, 94m² por R$ 1,025,000. Perdizes   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta...;Rua Diana; Perdizes;3;1;3;94;118;921;Nenhuma;2;0;0;0;0;0;0;0
350000;Lindo Apartamento em Praia Grande no Jardim Imperador, muito bem decorado e com 2 dormitórios, sendo 1 suíte, sala 2 ambientes amplos, cozinha com armários planejados, banheiro soc...;Avenida Presidente Castelo Branco; Jardim Imperador;2;1;3;85;224;710;Super destaque;2;1;0;0;0;0;1;1
34900;TERRENO A VENDA NO CONDOMÍNIO SETLIFE II OTIMA LOCALIZAÇÃO, TERRENO PLAINO (11X23) 253m² CONDIÇÕES DE PAGAMENTO  ENTRADA : VALOR ANUNCIADO + SALDO DEVEDOR CONGELADO DANDO INICIO AO...;Avenida Projetada 1; Setlife Mirassol;1;0;1;253;350;250;Super destaque;8;0;0;0;0;0;0;0
430000;Sobrado no condomínio Residencial La Luna com 02 dormitórios e 121 m² na região nobre das Gaivotas Ingleses.   02 Dormitórios,, sendo 1 suíte 02 Banheiros social 01 Sala 01 Cozinha...;Ingleses do Rio Vermelho; Florianópolis;2;1;2;121;1400;200;Super destaque;9;1;0;0;0;0;0;0
365000;Cobertura para Venda, Benjamin Residencial no bairro Jardim Utinga, localizado na cidade de Santo André / SP, região ABC, ponto de referência Próx. Av. Martim Francisco.     Com 2...;Jardim Utinga; Santo André;2;1;2;85;0;0;Nenhuma;2;0;0;0;0;0;0;0
621000;Lindo apartamento e pronto para morar.   Porteira fechada ( fica tudo, inclusive pratos, talher, smart TV, home , copos, taças etc )     Apartamento de 80m, com 3 dormitórios sendo...;Jardim Tupanci; Barueri;3;2;2;80;450;490;Nenhuma;2;0;0;0;0;0;0;0
800000;Sobrado Semi Mobiliado na Vila Campo Grande Próximo do Shopping Interlagos. Sendo: 3 Dormitórios ( 2 Suites   1 com Armário Embutido e Sacada), WC, Sala de Estar, Sala de Jantar, C...;Rua João Bressane; Campo Grande;3;2;3;137;60;0;Nenhuma;5;1;0;1;0;0;0;0
265000;Excelente apartamento de 1 dormitório, iluminado totalmente novo. Condomínio novo recém entregue com váris itens de lazer como churrasqueira, salão de festas, elevador, etc. Locali...;Liberdade; São Paulo;1;0;1;40;200;210;Nenhuma;2;0;0;0;0;1;0;0
390000;Apartamento com living de 2 ambientes, com painel e móveis fixos, cozinha com balcão e armários aéreos, banho social com balcão da pia e box de vidro, 2 dormitórios, sendo 1 suíte.;Tristeza; Porto Alegre;2;1;2;57;0;590;Nenhuma;2;1;0;0;0;0;0;0
985000;Exclusividade é morar em uma das áreas que mais se valorizam em Arraial dAjuda, ter toda a segurança de um condomínio ao mesmo tempo que tem a privacidade de uma área de lazer indi...;Rua Jacarandá; Porto Seguro;3;2;1;96;0;0;Nenhuma;9;0;0;0;0;0;0;0
2200000;Chácara/Sítio em Itatiba, no bairro Parque da Fazenda. 20.000,00m² de terreno. Todo plano e gramado. 2 maravilhosos lagos com peixes, campo de futebol gramado, linda piscina, quios...;Parque da Fazenda; Itatiba;4;10;5;700;0;0;Nenhuma;8;0;0;0;0;0;0;0
405000;Apto em rua tranquila, piso em porcelanato, sacada com fechamento de vidro, móveis planejados na cozinha e área de serviço, pequeno quintal. Prédio entregue em dez/20.;Vila Paiva; São Paulo;2;1;1;48;144;145;Nenhuma;2;0;0;1;0;0;1;1
950000;3 suítes com armários, sala de estar, sala de TV, sala de jantar, escritório, lavabo, cozinha planejada, área de serviço, churrasqueira, piscina, jardim, garagem para 4 carros send...;Parque Residencial Roland; Limeira;3;4;4;241;0;350;Nenhuma;9;1;0;0;0;0;1;0
525000;Esse apartamento possui 96m² com 03 dormitórios com armários e sendo 01 suite, sala ampla para dois ambientes com sacada, cozinha com armários planejados, 01 quarto de serviço, 01...;Vila Valparaiso; Santo André;3;2;2;96;720;650;Nenhuma;2;1;0;1;0;0;1;1
947790;Apartamento à Venda, 46m² por R$ 947,790. Pinheiros   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Basta...;Avenida Rebouças; Pinheiros;1;1;1;46;0;0;Nenhuma;2;0;0;0;0;0;0;0
335000;Apto. no Condomínio Flex Guarulhos. 60m22Dorm com Armários, Sala com Sacada, Cozinha Planejada, Lazer Completo, Portaria 24hs. ..;Picanço; Guarulhos;2;1;1;60;0;0;Nenhuma;2;0;0;1;0;0;1;0
140000;Apartamento de 02 quartos , em ótimas boas condições com cozinha completa e quarto de casal planejado. Box de vidro no banheiro e armário. Muito bem localizado , próximo ao superme...;Braga; São José dos Pinhais;2;1;1;48;0;250;Nenhuma;2;0;0;0;0;0;1;1
239999;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Partenon, em Porto Alegre, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 72.00 m² e área total de 95....;Partenon; Porto Alegre;2;0;1;72;390;331;Nenhuma;2;0;0;0;0;0;0;0
800000;Excelente sobrado com 190 m², 3 dormitórios sendo 1 suite,3 banheiros, sala para 2 ambientes, cozinha planejada, lavanderia, 6 vagas de garagem. Piso madeira, escada em granito.Est...;Rua Rio Verde; Pirituba;3;6;3;190;0;0;Nenhuma;9;1;0;0;0;0;1;0
215000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Nonoai, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 59.00 m² e área total de 69.00...;Nonoai; Porto Alegre;2;1;1;59;302;295;Nenhuma;2;0;0;0;0;0;0;0
1850000;Sobrado em condomínio no Alphaville  Área total: 507m² Área construída: 319m²    4 suítes sendo 1 térrea / homeoffice   Ampla sala para 2 ambientes com pé direito duplo   Lavabo  ...;Residencial e Empresarial Alphaville; Ribeirão Preto;4;4;5;319;0;700;Nenhuma;9;1;0;0;0;0;0;0
199000;Caminho Imóveis vende apartamento de 01 (um) dormitório e 01 (uma) vaga de garagem, próximo do Shopping Bourbon Ipiranga. apartamento de um dormitório, garagem, cozinha, área de se...;Rua Portuguesa; Partenon;1;1;1;44;0;183;Nenhuma;2;0;0;0;0;0;0;0
750000;New Incorp   San Marino   Empreendimento construído em 2000, pelas empresas Eduana e CBE. O condomínio residencial San Marino é composto por uma torre única. Apartamento 80m², Livi...;Rua Catulo da Paixão Cearense; Saúde;3;2;2;80;138;999;Nenhuma;2;0;0;0;0;0;0;0
400000;Em um dos locais mais charmosos do bairro, a menos de 350 m do mar com linda vista. Perfeita para quem busca um condomínio com baixo custo e requinte, praticamente a beira mar, com...;Rua do Trinta - Réis; Ingleses do Rio Vermelho;2;1;1;85;0;50;Nenhuma;9;0;0;0;0;0;0;0
470000;Apartamento possui 2 dormitórios 2 suítes.  Área Útil: 83,77m² Dormitórios: 2  Suítes: 2  Vagas: 1 Lazer: Sim  Condomínio: R$396   IPTU: R$176 Aceita Financiamento Bancário  Eliana...;Canto do Forte; Praia Grande;2;1;1;83;176;396;Nenhuma;2;1;0;0;0;0;0;0
230000;Apartamento que conta com aproximadamente 83m² de área privativa. Esta metragem é distribuída em um amplo living, uma cozinha e 2 dormitórios, sendo que um deles conta com uma ampl...;Rua Guido Mondim; São Geraldo;2;0;1;83;323;0;Super destaque;2;0;0;0;0;0;0;0
4200000;Privilégio Imóveis vende: Excelente imóvel projetado pelo Studio Zanini, localizado em uma das áreas mais nobres de Ipanema, entre a Anibal de Mendonça e a Av. Henrique Dumont, ond...;Rua Barão da Torre; Ipanema;3;2;5;180;1438;3500;Super destaque;4;0;0;0;0;0;0;0
789900;Viure | Armários, ar condiconado, teto rebaixado | Sol da manhã;Rua Escritor Rodrigo Melo Franco; Barra da Tijuca;2;1;3;85;250;900;Super destaque;9;0;0;0;0;0;0;0
230000;RES. RESERVA DUCALE Apartamento a venda Semi mobiliado!!! São 53m² privativos 2 Dormitórios Banheiro social Piso cerâmica e laminado Sacada fechada em vidro cozinha montada Churras...;Planalto; Caxias do Sul;2;1;1;53;0;180;Destaque;2;0;0;1;0;0;0;1
200000;Excelente cômodo comercial no bairro Colônia no Marçal.  Imóvel em fase final de acabamento. Será entregue sem revestimento cerâmico para que possa ser colocado o revestimento mais...;Colônia do Marçal; São João Del Rei;1;0;1;132;0;0;Destaque;9;0;0;0;0;0;0;1
215000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Nonoai, em Porto Alegre, com 2 dormitório(s), 1 vaga(s) de garagem, com área privativa de 59.00 m² e área total de 69.00...;Nonoai; Porto Alegre;2;1;1;59;302;295;Nenhuma;2;0;0;0;0;0;0;0
625000;11/02 Santa Maria Residencial   Apartamento Edificio Santa Maria Residencial, Nova Alianca, Zona Sul de Ribeirao Preto   3 Quartos sendo uma suite  Banheiro social  Armarios  Lavab...;Nova Aliança; Ribeirão Preto;3;2;3;126;160;615;Nenhuma;2;1;0;0;0;0;0;0
199000;Caminho Imóveis vende apartamento de 01 (um) dormitório e 01 (uma) vaga de garagem, próximo do Shopping Bourbon Ipiranga. apartamento de um dormitório, garagem, cozinha, área de se...;Rua Portuguesa; Partenon;1;1;1;44;0;183;Nenhuma;2;0;0;0;0;0;0;0
250000;Apartamento mobiliado em ótima localização, próximo a Unip e o hipermercado Extra Abolição e a Fiat Tempo.  Contendo sala 2 ambientes, 2 dormitórios, banheiro social com box, cozin...;Rua José Ziggiatti; Vila Progresso;2;1;1;65;480;450;Nenhuma;2;0;0;0;0;0;0;0
470000;Apartamento possui 2 dormitórios 2 suítes.  Área Útil: 83,77m² Dormitórios: 2  Suítes: 2  Vagas: 1 Lazer: Sim  Condomínio: R$396   IPTU: R$176 Aceita Financiamento Bancário  Eliana...;Canto do Forte; Praia Grande;2;1;1;83;176;396;Nenhuma;2;1;0;0;0;0;0;0
199000;Excelente apartamento no setor Cidade Jardim em Goiania ! Com 72 m2 sendo 3 quartos, banheiro social, sala, cozinha, 1 vaga de garagem e área de Serviço.  Condomínio R$ 380,00 todo...;Cidade Jardim; Goiânia;3;1;1;72;0;380;Nenhuma;2;0;0;0;0;0;0;0
570000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Central Parque, em Porto Alegre, com 2 dormitório(s), 2 vaga(s) de garagem, com área privativa de 58.00 m² e área total...;Central Parque; Porto Alegre;2;2;1;58;0;450;Nenhuma;2;0;0;0;0;0;0;0
672000;Lindissímo! Condomínio Residencial Pablo Picasso fica em uma região privilegiada da Barra Bonita, no Recreio dos Bandeirantes. Na Barra Bonita, você vai encontrar uma grande rede d...;Avenida Genaro de Carvalho; Recreio Dos Bandeirantes;3;1;3;83;1767;1144;Nenhuma;9;0;0;0;0;0;0;0
548000;Apartamento à Venda, 72m² por R$ 548,000. São Judas   Itajaí/SC   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Imobiliária Itajaí 5!   Basta...;Rua Santo Antônio; Sao Judas;2;1;1;72;0;0;Nenhuma;2;0;0;0;0;0;0;0
700000;Apartamento Garden   Santo Amaro  São 72m² de area útil distribuídos em 2 dormitórios sendo uma suíte, sala de dois ambientes, cozinha, banheiro social, area de serviços e uma vaga...;Rua Jupi; Santo Amaro;2;1;1;71;0;511;Nenhuma;2;1;0;0;0;0;0;0
950000;Casa térrea, com 3 suítes em condomínio de alto padrão Casa térrea em condomínio bem localizado, próximo aos condomínios Sunset e Alphaville. Região de condomínios de médio/alto pa...;Parque Esplanada ; Votorantim;3;4;5;200;2385;420;Nenhuma;6;1;0;0;0;0;0;0
388000;Excelente Apartamento novo e decorado no bairro Azenha. 1 dormitórios, banheiro social, churrasqueira, cozinha americana e uma vaga de estacionamento coberta , além de rooftop com...;Rua Professor Freitas e Castro; Azenha;1;1;2;44;50;350;Nenhuma;2;0;0;0;0;0;0;0
384500;Excelente Apartamento novo e decorado no bairro Azenha. 1 dormitórios, banheiro social, churrasqueira, cozinha americana e uma vaga de estacionamento coberta , além de rooftop com...;Rua Professor Freitas e Castro; Azenha;1;1;2;44;50;350;Nenhuma;2;0;0;0;0;0;0;0
170000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Partenon, em Porto Alegre, com 2 dormitório(s), 0 vaga(s) de garagem, com área privativa de 40.40 m² e área total de 60....;Partenon; Porto Alegre;2;0;1;40;200;170;Nenhuma;2;0;0;0;0;0;0;0
560000;Apartamento com 1 dormitório à venda na Aclimação  Amplo apartamento à venda com 1 quarto e 1 banheiro no total. Este apartamento fica situado no 4º andar.  O condomínio fica local...;Rua Pires da Mota; Aclimação;1;0;1;60;104;752;Nenhuma;2;0;0;0;0;0;0;0
615000;Deseja espaço e privacidade?   Essa é a sua casa duplex geminada com 03 quartos, sendo 3 suítes, totalmente reformada e montada com produtos de qualidade!!  Com 139 m² de área cons...;Rua Anjico; Colina de Laranjeiras;3;2;4;139;0;0;Nenhuma;1;1;0;0;0;0;0;0
565000;Maravilhoso apartamento à venda em Campinas. Região do Guanabara, 2 dormitórios sendo 1 suíte, banheiro social, sala 2 ambientes com varanda gourmet e churrasqueira, cozinha, área...;Botafogo; Campinas;2;1;2;64;621;500;Nenhuma;2;1;0;1;0;0;0;0
381213;11/02 Isla Lagoinha   Apartamento Edificio Isla Lagoinha, Lagoinha, Zona Oeste de Ribeirao Preto   2 Quartos sendo uma suite  Banheiro social  Armarios  Sala 2 ambientes  Sacada  C...;Parque Residencial Lagoinha; Ribeirão Preto;2;1;2;57;0;350;Nenhuma;2;1;0;1;0;0;0;0
381213;11/02 Isla Lagoinha   Apartamento Edificio Isla Lagoinha, Lagoinha, Zona Oeste de Ribeirao Preto   2 Quartos sendo uma suite  Banheiro social  Armarios  Sala 2 ambientes  Sacada  C...;Parque Residencial Lagoinha; Ribeirão Preto;2;1;2;57;0;350;Nenhuma;2;1;0;1;0;0;0;0
6900000;Linda casa recém construída, arquitetura moderna e decoração de ótimo gosto. Imóvel em ótima localização, 443m² de área construída, muito bem distribuída. Ambientes integrados, esp...;Riviera de São Lourenço; Bertioga;6;5;6;443;0;1000;Super destaque;6;0;0;0;0;0;0;0
1140000;APARTAMENTO A VENDA NO JARDIM SÃO PAULO, 3 DORMITÓRIOS, 3 SUITES. 2 VAGAS DE GARAGEM. LAZER COMPLETO COM PISCINA, SALÃO DE FESTAS, SALÃO DE JOGOS ADULTO E INFANTIL, ACADEMIA. LOCAL...;Rua Capitão Rabelo; Jardim São Paulo;3;2;2;92;36;781;Super destaque;2;1;1;0;0;1;0;0
1300000;Sobrado lindíssimo, 310m2, com 4 suítes sendo 3 closets, 2 salas de estar (térreo e piso superior), home office, grande espaço gourmet integrado com piscina e churrasqueira, 6 vaga...;Avenida Vasco da Rocha Leão; City Bussocaba;4;6;5;310;2998;0;Super destaque;9;1;0;0;0;0;0;0
210000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Petrópolis, em Porto Alegre, com 1 dormitório(s), 0 vaga(s) de garagem, com área privativa de 42.00 m² e área total de 5...;Petrópolis; Porto Alegre;1;0;1;42;0;180;Nenhuma;2;0;0;0;0;0;0;0
9500000;Amaro X Rua Pensilvânia para locação :   imóvel com 03 pavimentos, aonde estão sendo alugados 02 pavimentos ( subsolo e 1° andar ), pois o térreo já está alugado para a Drogasil  ...;Brooklin; São Paulo;1;0;1;280;0;0;Nenhuma;9;0;0;0;0;0;0;0
252000;Apartamento à Venda, 40m² por R$ 252,000. Cidade Ademar   São Paulo/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a GRUPO RST IMÓVEIS!   Ba...;Rua Sassaki; Cidade Ademar;2;0;1;40;0;0;Nenhuma;2;0;0;0;0;0;0;0
155000;NBKT   NOBILITARE oferta para VENDA, Apartamento, no bairro Camaquã, em Porto Alegre, com 1 dormitório(s), 0 vaga(s) de garagem, com área privativa de 63.00 m² e área total de 78.0...;Camaquã; Porto Alegre;1;0;1;63;0;132;Nenhuma;2;0;0;0;0;0;0;0
645000;Salão comercial para Venda Jardim Paulista, Ribeirão Preto Piso superior: Salão, escritório com banheiro, banheiro social Piso inferior: Salão, depósito, banheiro social Excelente...;Jardim Paulista; Ribeirão Preto;1;0;3;170;56;0;Nenhuma;9;0;0;0;0;1;0;0
240000;1121902 DORMITORIOS C/VENTILADORES, RICO EM ARMARIOS, SACADA P/ O CENTRO DA CIDADE.Água, Área de Serviço, Armários, Asfalto, Banheiro, Calçada, Esgoto, Estacionamento;Ipiranga; Ribeirão Preto;2;0;1;57;0;360;Nenhuma;9;0;0;1;0;0;0;0
